order_id,customer_id,customer_age,customer_gender,customer_country,customer_segment,is_repeat_customer,order_date,ship_date,delivery_date,order_status,product_id,product_name,brand,category,unit_price,quantity,discount_percent,discount_amount,subtotal,tax_rate,tax_amount,shipping_cost,total_amount,payment_method,shipping_method,product_rating,review_count,is_returned
ORD-101835,CUST-33575,58,Prefer not to say,Mexico,Platinum,1,2024-10-07,2024-10-13,2024-10-26,Delivered,PROD-4532,Vacuum Cleaner,Ninja,Home & Kitchen,286.42,7,0,0.0,2004.94,0.12,240.59,19.99,2265.52,Cryptocurrency,Overnight,4.7,4188,0
ORD-101836,CUST-28284,25,Female,Canada,Silver,0,2024-11-24,2024-11-26,2024-12-03,Delivered,PROD-9362,Car Phone Mount,Thule,Automotive,208.5,6,10,125.1,1251.0,0.1,112.59,7.99,1246.48,Google Pay,Standard,3.3,1550,0
ORD-101837,CUST-16706,57,Female,France,Bronze,1,2023-10-25,2023-10-30,2023-11-04,Delivered,PROD-4805,Monitor,Sony,Electronics,890.83,10,10,890.83,8908.3,0.14,1122.45,0,9139.92,Apple Pay,Standard,2.1,4416,0
ORD-101838,CUST-95753,46,Prefer not to say,France,Platinum,1,2022-01-26,2022-01-31,2022-02-11,Delivered,PROD-3281,Lip Balm,Olay,Beauty & Personal Care,10.45,3,30,9.4,31.35,0.07,1.54,7.99,31.48,Cryptocurrency,Standard,3.4,2526,0
ORD-101839,CUST-37643,37,Prefer not to say,India,Silver,1,2024-01-11,2024-01-17,2024-01-26,Delivered,PROD-1332,Dress,Zara,Clothing,236.03,6,0,0.0,1416.18,0.1,141.62,0,1557.8,Credit Card,In-Store Pickup,2.2,1722,0
ORD-101840,CUST-61659,72,Non-Binary,India,Silver,1,2022-03-14,2022-03-20,2022-03-24,Delivered,PROD-3494,Cookware Set,Whirlpool,Home & Kitchen,272.02,9,10,244.82,2448.18,0.09,198.3,19.99,2421.65,Credit Card,Standard,1.8,134,0
ORD-101841,CUST-18003,69,Female,Germany,Bronze,0,2022-08-05,2022-08-12,2022-08-17,Delivered,PROD-2604,Tablet,LG,Electronics,1761.46,7,10,1233.02,12330.22,0.11,1220.69,12.99,12330.88,Apple Pay,Standard,3.5,3548,0
ORD-101842,CUST-29957,22,Non-Binary,United States,Platinum,1,2023-12-10,2023-12-14,2023-12-20,Processing,PROD-3667,Building Blocks,Fisher-Price,Toys & Games,193.99,7,0,0.0,1357.93,0.15,203.69,0,1561.62,Bank Transfer,Free Shipping,,2506,0
ORD-101843,CUST-64898,65,Male,United States,Gold,0,2021-03-16,2021-03-22,2021-04-03,Pending,PROD-1288,Sunscreen SPF50,Nivea,Beauty & Personal Care,128.59,9,10,115.73,1157.31,0.1,104.16,0,1145.74,PayPal,Free Shipping,,3396,0
ORD-101844,CUST-92114,75,Non-Binary,Germany,Platinum,1,2024-07-02,2024-07-03,2024-07-17,Shipped,PROD-9054,Boots,Levi's,Clothing,187.61,6,5,56.28,1125.66,0.1,106.94,19.99,1196.31,Debit Card,Standard,,1098,0
ORD-101845,CUST-11833,75,Female,Japan,Gold,1,2022-12-17,2022-12-17,2022-12-31,Delivered,PROD-8551,Jump Rope,Decathlon,Sports & Fitness,350.71,4,0,0.0,1402.84,0.14,196.4,7.99,1607.23,Apple Pay,Overnight,3.7,1252,0
ORD-101846,CUST-40668,71,Prefer not to say,India,Gold,1,2022-05-15,2022-05-15,2022-05-21,Shipped,PROD-4643,Jeans,Nike,Clothing,209.22,3,30,188.3,627.66,0.09,39.54,0,478.9,Cryptocurrency,Standard,,249,0
ORD-101847,CUST-76538,54,Female,Germany,Silver,0,2023-01-01,2023-01-05,2023-01-17,Processing,PROD-9992,Self-Help Book,Pearson,Books,62.29,5,25,77.86,311.45,0.11,25.69,4.99,264.27,PayPal,Express,,1398,0
ORD-101848,CUST-72551,44,Prefer not to say,Canada,Bronze,1,2023-03-15,2023-03-15,2023-03-17,Pending,PROD-4735,Hoodie,Zara,Clothing,23.78,10,15,35.67,237.8,0.06,12.13,7.99,222.25,Bank Transfer,Standard,,1293,0
ORD-101849,CUST-48756,34,Prefer not to say,Canada,Gold,0,2024-11-10,2024-11-12,2024-11-18,Delivered,PROD-1774,Vacuum Cleaner,Breville,Home & Kitchen,52.05,10,10,52.05,520.5,0.07,32.79,0,501.24,Apple Pay,In-Store Pickup,4.0,3984,0
ORD-101850,CUST-95899,51,Prefer not to say,Germany,Platinum,1,2024-02-26,2024-03-02,2024-03-14,Delivered,PROD-5027,History Book,Wiley,Books,31.6,4,10,12.64,126.4,0.07,7.96,19.99,141.71,Debit Card,Overnight,1.8,215,0
ORD-101851,CUST-17779,25,Female,Australia,Bronze,0,2024-10-06,2024-10-13,2024-10-24,Delivered,PROD-1851,Lamp,Philips,Home & Kitchen,316.47,1,15,47.47,316.47,0.15,40.35,4.99,314.34,Cryptocurrency,Free Shipping,3.3,2580,0
ORD-101852,CUST-79462,19,Female,Germany,Gold,1,2021-05-27,2021-06-03,2021-06-05,Delivered,PROD-7490,Tire Inflator,WeatherTech,Automotive,84.57,10,5,42.28,845.7,0.11,88.38,19.99,911.79,Bank Transfer,Free Shipping,2.0,80,0
ORD-101853,CUST-81202,72,Prefer not to say,Germany,Bronze,0,2023-06-26,2023-06-28,2023-07-02,Delivered,PROD-1025,Shampoo,Olay,Beauty & Personal Care,98.37,5,20,98.37,491.85,0.09,35.41,0,428.89,Debit Card,Express,3.9,2393,0
ORD-101854,CUST-73327,25,Prefer not to say,United States,Gold,1,2023-12-29,2024-01-02,2024-01-03,Delivered,PROD-8227,Business Book,Simon & Schuster,Books,49.56,9,0,0.0,446.04,0.09,40.14,0,486.18,PayPal,Free Shipping,3.3,2990,0
ORD-101855,CUST-54342,47,Non-Binary,Canada,Silver,0,2024-09-26,2024-09-27,2024-10-04,Delivered,PROD-4999,Hair Dryer,Braun,Beauty & Personal Care,86.64,5,30,129.96,433.2,0.14,42.45,0,345.69,Google Pay,In-Store Pickup,2.9,569,0
ORD-101856,CUST-34668,33,Non-Binary,Canada,Gold,1,2021-01-24,2021-01-27,2021-02-06,Processing,PROD-3962,Car Vacuum,WeatherTech,Automotive,55.44,9,5,24.95,498.96,0.13,61.62,0,535.63,Gift Card,Standard,,2931,0
ORD-101857,CUST-46105,39,Non-Binary,Brazil,Bronze,1,2024-05-18,2024-05-25,2024-06-08,Shipped,PROD-1652,Air Freshener,WeatherTech,Automotive,214.39,1,0,0.0,214.39,0.06,12.86,12.99,240.24,Apple Pay,Free Shipping,,3729,0
ORD-101858,CUST-62620,60,Female,Germany,Silver,1,2022-11-20,2022-11-27,2022-12-05,Delivered,PROD-9870,Card Game,VTech,Toys & Games,24.41,5,15,18.31,122.05,0.13,13.49,7.99,125.22,Credit Card,Overnight,2.5,256,0
ORD-101859,CUST-96737,20,Prefer not to say,Canada,Platinum,1,2024-10-13,2024-10-20,2024-10-26,Delivered,PROD-8437,T-Shirt,Reebok,Clothing,260.91,1,10,26.09,260.91,0.13,30.53,19.99,285.34,Debit Card,In-Store Pickup,3.6,1757,0
ORD-101860,CUST-60467,34,Non-Binary,Brazil,Silver,0,2022-04-20,2022-04-26,2022-04-30,Delivered,PROD-6368,Shorts,Under Armour,Clothing,180.57,7,15,189.6,1263.99,0.1,107.44,0,1181.83,Gift Card,Free Shipping,1.3,262,0
ORD-101861,CUST-91857,50,Non-Binary,Canada,Bronze,1,2021-08-29,2021-08-31,2021-09-14,Delivered,PROD-7624,Car Seat Cover,AutoBot,Automotive,251.25,9,0,0.0,2261.25,0.13,293.96,12.99,2568.2,Google Pay,In-Store Pickup,3.2,4374,0
ORD-101862,CUST-58288,31,Prefer not to say,India,Gold,1,2022-01-31,2022-02-07,2022-02-19,Delivered,PROD-7611,Mouse,Dell,Electronics,276.79,6,30,498.22,1660.74,0.13,151.13,4.99,1318.64,Apple Pay,Standard,3.8,2278,0
ORD-101863,CUST-26126,20,Prefer not to say,France,Silver,0,2021-07-15,2021-07-19,2021-07-31,Delivered,PROD-1834,Car Phone Mount,Philips,Automotive,248.25,7,10,173.78,1737.75,0.08,125.12,19.99,1709.08,Gift Card,Standard,1.0,2226,0
ORD-101864,CUST-43898,60,Non-Binary,Germany,Gold,0,2023-12-10,2023-12-12,2023-12-15,Shipped,PROD-8953,Remote Control Car,LEGO,Toys & Games,115.57,10,25,288.92,1155.7,0.07,60.67,7.99,935.44,PayPal,Free Shipping,,4123,0
ORD-101865,CUST-52285,75,Prefer not to say,Japan,Bronze,0,2023-04-16,2023-04-21,2023-04-26,Delivered,PROD-4072,Cookware Set,Tefal,Home & Kitchen,481.21,10,25,1203.02,4812.1,0.12,433.09,7.99,4050.16,Apple Pay,Free Shipping,4.8,4167,0
ORD-101866,CUST-55900,48,Non-Binary,Australia,Silver,0,2022-10-26,2022-10-29,2022-11-10,Delivered,PROD-7177,Cookware Set,Breville,Home & Kitchen,47.25,7,25,82.69,330.75,0.1,24.81,12.99,285.86,Credit Card,Overnight,4.1,875,0
ORD-101867,CUST-37917,25,Female,Brazil,Platinum,1,2023-08-11,2023-08-16,2023-08-19,Delivered,PROD-6337,Laptop,Dell,Electronics,328.66,2,20,131.46,657.32,0.12,63.1,7.99,596.95,Cryptocurrency,Standard,5.0,3586,0
ORD-101868,CUST-14541,64,Prefer not to say,Brazil,Platinum,0,2021-02-18,2021-02-22,2021-02-26,Delivered,PROD-3356,Monitor,Dell,Electronics,470.76,8,0,0.0,3766.08,0.11,414.27,12.99,4193.34,Gift Card,Express,3.5,3990,0
ORD-101869,CUST-95638,44,Male,Germany,Silver,1,2023-11-12,2023-11-16,2023-11-23,Delivered,PROD-1734,Moisturizer,Olay,Beauty & Personal Care,190.39,7,5,66.64,1332.73,0.11,139.27,4.99,1410.35,Gift Card,Free Shipping,2.9,2748,0
ORD-101870,CUST-22267,22,Female,Germany,Silver,1,2022-12-20,2022-12-20,2022-12-31,Processing,PROD-3212,Business Book,Hachette,Books,6.6,2,15,1.98,13.2,0.12,1.35,19.99,32.56,Credit Card,In-Store Pickup,,3218,0
ORD-101871,CUST-31845,28,Male,India,Silver,1,2024-09-05,2024-09-05,2024-09-11,Delivered,PROD-9201,Blender,Cuisinart,Home & Kitchen,239.56,7,20,335.38,1676.92,0.15,201.23,4.99,1547.76,Google Pay,Express,3.5,2275,0
ORD-101872,CUST-58796,42,Prefer not to say,Japan,Gold,1,2022-05-07,2022-05-07,2022-05-13,Delivered,PROD-3185,Board Game,Melissa & Doug,Toys & Games,141.13,1,15,21.17,141.13,0.11,13.2,0,133.16,Gift Card,Overnight,1.7,1831,0
ORD-101873,CUST-47918,57,Non-Binary,United States,Gold,1,2024-09-25,2024-09-30,2024-10-08,Delivered,PROD-2517,Board Game,Nerf,Toys & Games,36.82,8,0,0.0,294.56,0.15,44.18,4.99,343.73,Gift Card,In-Store Pickup,4.9,1281,0
ORD-101874,CUST-53873,33,Non-Binary,India,Silver,1,2021-12-21,2021-12-26,2022-01-04,Delivered,PROD-6666,Air Fryer,Instant Pot,Home & Kitchen,558.1,10,30,1674.3,5581.0,0.11,429.74,19.99,4356.43,Credit Card,Standard,1.6,3269,0
ORD-101875,CUST-45011,55,Non-Binary,Australia,Silver,1,2021-06-04,2021-06-07,2021-06-15,Cancelled,PROD-5115,Hoodie,Adidas,Clothing,149.93,10,25,374.83,1499.3,0.12,134.94,4.99,1264.4,Debit Card,Express,,2051,0
ORD-101876,CUST-42540,61,Prefer not to say,United Kingdom,Gold,1,2021-08-18,2021-08-21,2021-08-26,Delivered,PROD-3476,Face Wash,L'Oreal,Beauty & Personal Care,135.45,10,25,338.62,1354.5,0.09,91.43,0,1107.31,Bank Transfer,Express,1.4,2271,0
ORD-101877,CUST-42277,55,Prefer not to say,United Kingdom,Gold,1,2021-07-14,2021-07-14,2021-07-16,Delivered,PROD-8330,Toaster,Dyson,Home & Kitchen,543.21,8,0,0.0,4345.68,0.12,521.48,12.99,4880.15,Google Pay,Standard,3.8,1374,0
ORD-101878,CUST-12107,50,Male,France,Gold,0,2022-05-27,2022-05-27,2022-06-08,Delivered,PROD-4155,Gym Gloves,Adidas,Sports & Fitness,325.69,7,30,683.95,2279.83,0.06,95.75,12.99,1704.62,Credit Card,In-Store Pickup,4.4,2651,0
ORD-101879,CUST-18976,39,Prefer not to say,Mexico,Silver,0,2024-11-24,2024-11-24,2024-11-30,Delivered,PROD-2592,Cookbook,Penguin,Books,30.48,1,30,9.14,30.48,0.13,2.77,0,24.11,Credit Card,Express,4.8,1813,0
ORD-101880,CUST-61975,67,Non-Binary,Canada,Silver,1,2021-11-26,2021-11-30,2021-12-07,Returned,PROD-3600,Building Blocks,Barbie,Toys & Games,81.43,1,0,0.0,81.43,0.15,12.21,0,93.64,Debit Card,Express,,3457,1
ORD-101881,CUST-58423,27,Male,Australia,Platinum,1,2022-10-20,2022-10-21,2022-11-04,Delivered,PROD-7836,Keyboard,Dell,Electronics,1566.07,9,10,1409.46,14094.63,0.11,1395.37,19.99,14100.53,Apple Pay,Standard,1.0,4740,0
ORD-101882,CUST-48102,72,Male,Germany,Platinum,1,2024-07-17,2024-07-18,2024-07-22,Delivered,PROD-2645,Shampoo,Nivea,Beauty & Personal Care,153.0,7,15,160.65,1071.0,0.1,91.04,12.99,1014.38,Apple Pay,In-Store Pickup,4.9,2829,0
ORD-101883,CUST-82428,67,Female,Australia,Gold,0,2024-02-29,2024-03-05,2024-03-09,Processing,PROD-9015,Remote Control Car,Nerf,Toys & Games,17.54,7,0,0.0,122.78,0.14,17.19,19.99,159.96,Credit Card,Free Shipping,,1066,0
ORD-101884,CUST-52324,49,Non-Binary,France,Bronze,1,2024-03-10,2024-03-15,2024-03-29,Processing,PROD-9257,Remote Control Car,Hasbro,Toys & Games,229.87,7,0,0.0,1609.09,0.14,225.27,19.99,1854.35,Gift Card,Standard,,2974,0
ORD-101885,CUST-66802,51,Non-Binary,Mexico,Bronze,0,2024-07-21,2024-07-25,2024-08-08,Delivered,PROD-7276,Tech Manual,Random House,Books,28.41,1,30,8.52,28.41,0.07,1.39,4.99,26.27,Debit Card,In-Store Pickup,3.6,4218,0
ORD-101886,CUST-79785,69,Female,Brazil,Bronze,1,2023-06-12,2023-06-14,2023-06-17,Delivered,PROD-4372,Lip Balm,Cetaphil,Beauty & Personal Care,43.24,6,20,51.89,259.44,0.13,26.98,7.99,242.52,Bank Transfer,Express,3.2,679,0
ORD-101887,CUST-12323,23,Male,India,Gold,1,2023-11-19,2023-11-19,2023-11-21,Cancelled,PROD-3187,Perfume,CeraVe,Beauty & Personal Care,167.82,1,0,0.0,167.82,0.14,23.49,0,191.31,PayPal,In-Store Pickup,,4072,0
ORD-101888,CUST-65646,29,Female,United Kingdom,Bronze,1,2021-07-15,2021-07-19,2021-07-31,Delivered,PROD-7914,Educational Toy,Hot Wheels,Toys & Games,72.71,4,15,43.63,290.84,0.12,29.67,4.99,281.87,Gift Card,Free Shipping,1.3,1777,0
ORD-101889,CUST-94202,33,Prefer not to say,Japan,Bronze,0,2021-06-12,2021-06-12,2021-06-17,Delivered,PROD-9949,Tire Inflator,Philips,Automotive,149.79,3,0,0.0,449.37,0.12,53.92,0,503.29,PayPal,Free Shipping,1.9,2050,0
ORD-101890,CUST-33784,26,Non-Binary,Canada,Platinum,1,2022-08-02,2022-08-04,2022-08-07,Delivered,PROD-8470,LED Lights,Philips,Automotive,237.89,6,5,71.37,1427.34,0.07,94.92,19.99,1470.88,Bank Transfer,Free Shipping,3.4,1062,0
ORD-101891,CUST-79631,51,Non-Binary,India,Silver,1,2024-09-10,2024-09-15,2024-09-18,Delivered,PROD-4773,Tire Inflator,Meguiar's,Automotive,139.3,6,0,0.0,835.8,0.07,58.51,0,894.31,Credit Card,Express,4.7,2309,0
ORD-101892,CUST-60242,67,Female,France,Bronze,1,2024-09-28,2024-10-02,2024-10-10,Delivered,PROD-5004,Chess Set,Melissa & Doug,Toys & Games,139.16,9,10,125.24,1252.44,0.07,78.9,0,1206.1,Google Pay,Free Shipping,3.8,4815,0
ORD-101893,CUST-78133,55,Non-Binary,India,Bronze,1,2022-09-28,2022-10-04,2022-10-06,Cancelled,PROD-9466,Pillow,Instant Pot,Home & Kitchen,156.18,1,0,0.0,156.18,0.15,23.43,4.99,184.6,Cryptocurrency,Free Shipping,,3884,0
ORD-101894,CUST-92910,26,Male,United Kingdom,Silver,0,2024-06-20,2024-06-24,2024-07-07,Shipped,PROD-6442,Puzzle,Playmobil,Toys & Games,188.59,2,5,18.86,377.18,0.14,50.16,4.99,413.47,Bank Transfer,Free Shipping,,4798,0
ORD-101895,CUST-72742,42,Non-Binary,Germany,Bronze,1,2021-10-09,2021-10-15,2021-10-26,Delivered,PROD-3518,Smartphone,Logitech,Electronics,723.53,4,25,723.53,2894.12,0.1,217.06,7.99,2395.64,Cryptocurrency,Free Shipping,4.7,4779,0
ORD-101896,CUST-74021,56,Male,India,Gold,0,2022-06-08,2022-06-10,2022-06-19,Processing,PROD-6297,Blender,Philips,Home & Kitchen,336.82,2,0,0.0,673.64,0.13,87.57,0,761.21,PayPal,Overnight,,3409,0
ORD-101897,CUST-96370,58,Non-Binary,Japan,Silver,1,2024-11-29,2024-11-29,2024-12-10,Delivered,PROD-3858,Sunscreen SPF50,Dove,Beauty & Personal Care,174.06,1,20,34.81,174.06,0.09,12.53,19.99,171.77,Cryptocurrency,Express,1.0,2172,0
ORD-101898,CUST-33598,25,Prefer not to say,United Kingdom,Bronze,1,2024-06-22,2024-06-26,2024-07-10,Delivered,PROD-4557,Tire Inflator,Nextbase,Automotive,287.99,7,15,302.39,2015.93,0.12,205.62,0,1919.16,Cryptocurrency,Express,4.4,2828,0
ORD-101899,CUST-97243,42,Non-Binary,Japan,Silver,0,2024-10-24,2024-10-31,2024-11-08,Delivered,PROD-2140,Resistance Bands,Reebok,Sports & Fitness,137.73,7,25,241.03,964.11,0.09,65.08,7.99,796.15,Cryptocurrency,Overnight,2.0,1065,0
ORD-101900,CUST-89199,23,Male,Brazil,Platinum,1,2021-06-03,2021-06-05,2021-06-19,Delivered,PROD-9151,Smartwatch,Logitech,Electronics,1110.87,2,10,222.17,2221.74,0.05,99.98,7.99,2107.54,Google Pay,Free Shipping,4.8,3382,0
ORD-101901,CUST-85080,68,Male,Australia,Platinum,0,2022-08-17,2022-08-20,2022-08-26,Delivered,PROD-7090,Water Bottle,Under Armour,Sports & Fitness,319.52,2,25,159.76,639.04,0.06,28.76,0,508.04,PayPal,Overnight,3.0,2006,0
ORD-101902,CUST-60594,60,Prefer not to say,Canada,Platinum,1,2021-01-22,2021-01-29,2021-02-07,Processing,PROD-5391,Cookware Set,Instant Pot,Home & Kitchen,326.22,7,25,570.88,2283.54,0.07,119.89,19.99,1852.54,Apple Pay,In-Store Pickup,,453,0
ORD-101903,CUST-43510,67,Prefer not to say,Canada,Gold,1,2024-05-29,2024-06-01,2024-06-12,Delivered,PROD-4653,Board Game,Mattel,Toys & Games,172.52,2,10,34.5,345.04,0.11,34.16,19.99,364.69,Cryptocurrency,Overnight,4.7,879,0
ORD-101904,CUST-43944,42,Female,United Kingdom,Platinum,0,2022-03-22,2022-03-22,2022-03-23,Shipped,PROD-1925,Speaker,HP,Electronics,187.16,10,15,280.74,1871.6,0.09,143.18,7.99,1742.03,Credit Card,Overnight,,1645,0
ORD-101905,CUST-30983,66,Female,Brazil,Gold,1,2021-08-10,2021-08-11,2021-08-15,Shipped,PROD-8909,Floor Mats,Philips,Automotive,262.33,1,10,26.23,262.33,0.13,30.69,12.99,279.78,Apple Pay,In-Store Pickup,,2981,0
ORD-101906,CUST-89820,63,Male,Brazil,Platinum,1,2024-11-28,2024-11-28,2024-12-04,Delivered,PROD-2574,Lamp,Instant Pot,Home & Kitchen,354.73,9,20,638.51,3192.57,0.09,229.87,7.99,2791.92,Debit Card,Express,3.1,4790,0
ORD-101907,CUST-12583,31,Female,India,Platinum,1,2024-03-21,2024-03-24,2024-03-28,Processing,PROD-3565,Moisturizer,The Ordinary,Beauty & Personal Care,40.69,8,0,0.0,325.52,0.05,16.28,0,341.8,Apple Pay,Free Shipping,,859,0
ORD-101908,CUST-64221,51,Non-Binary,Canada,Gold,1,2023-09-15,2023-09-16,2023-09-28,Delivered,PROD-2392,Dress,Uniqlo,Clothing,229.76,9,10,206.78,2067.84,0.06,111.66,7.99,1980.71,Bank Transfer,Standard,3.4,552,0
ORD-101909,CUST-29377,53,Prefer not to say,United States,Silver,0,2023-01-25,2023-01-30,2023-02-02,Shipped,PROD-9961,Car Vacuum,Meguiar's,Automotive,107.43,10,0,0.0,1074.3,0.07,75.2,19.99,1169.49,Gift Card,Express,,2647,0
ORD-101910,CUST-75383,69,Prefer not to say,Germany,Gold,1,2023-12-16,2023-12-23,2023-12-25,Delivered,PROD-5359,Lamp,KitchenAid,Home & Kitchen,481.46,6,0,0.0,2888.76,0.1,288.88,7.99,3185.63,Cryptocurrency,Express,4.6,2873,0
ORD-101911,CUST-62837,64,Male,Japan,Gold,1,2021-07-30,2021-07-30,2021-08-01,Pending,PROD-6087,Remote Control Car,Nerf,Toys & Games,85.66,8,0,0.0,685.28,0.14,95.94,0,781.22,Credit Card,In-Store Pickup,,2895,0
ORD-101912,CUST-79650,34,Prefer not to say,India,Platinum,0,2021-01-04,2021-01-10,2021-01-18,Delivered,PROD-9979,Face Serum,Philips,Beauty & Personal Care,110.86,1,15,16.63,110.86,0.1,9.42,0,103.65,Debit Card,In-Store Pickup,4.2,2129,0
ORD-101913,CUST-30475,35,Prefer not to say,Australia,Silver,1,2022-03-26,2022-03-29,2022-04-03,Processing,PROD-8051,Building Blocks,Fisher-Price,Toys & Games,208.87,5,20,208.87,1044.35,0.13,108.61,0,944.09,Apple Pay,Free Shipping,,3626,0
ORD-101914,CUST-11136,36,Non-Binary,United States,Gold,0,2023-09-21,2023-09-25,2023-09-29,Delivered,PROD-6234,Pillow,Tefal,Home & Kitchen,375.43,2,15,112.63,750.86,0.05,31.91,0,670.14,Bank Transfer,Express,3.6,2006,0
ORD-101915,CUST-86100,49,Prefer not to say,Australia,Gold,0,2024-02-29,2024-03-06,2024-03-09,Delivered,PROD-2881,Smartwatch,Bose,Electronics,352.48,7,0,0.0,2467.36,0.11,271.41,19.99,2758.76,Gift Card,Free Shipping,2.1,4812,0
ORD-101916,CUST-42078,69,Non-Binary,Japan,Bronze,1,2024-06-11,2024-06-18,2024-06-29,Delivered,PROD-2855,Boots,Levi's,Clothing,150.55,4,20,120.44,602.2,0.09,43.36,0,525.12,Bank Transfer,Overnight,2.4,3689,0
ORD-101917,CUST-39132,48,Non-Binary,Australia,Silver,0,2022-05-13,2022-05-18,2022-05-21,Delivered,PROD-9316,Cycling Helmet,Puma,Sports & Fitness,383.65,10,20,767.3,3836.5,0.06,184.15,7.99,3261.34,Cryptocurrency,Express,2.0,3905,0
ORD-101918,CUST-17829,72,Female,Canada,Bronze,0,2021-06-16,2021-06-23,2021-06-29,Delivered,PROD-6303,Gym Gloves,Decathlon,Sports & Fitness,183.3,7,0,0.0,1283.1,0.13,166.8,12.99,1462.89,PayPal,In-Store Pickup,3.4,4406,0
ORD-101919,CUST-26473,54,Female,Germany,Platinum,1,2024-02-02,2024-02-07,2024-02-12,Delivered,PROD-8689,Camera,Dell,Electronics,896.17,2,25,448.08,1792.34,0.07,94.1,4.99,1443.35,Google Pay,Express,3.9,550,0
ORD-101920,CUST-76030,57,Prefer not to say,France,Silver,1,2022-11-20,2022-11-23,2022-11-27,Delivered,PROD-4045,Jacket,H&M,Clothing,186.91,4,0,0.0,747.64,0.13,97.19,7.99,852.82,Credit Card,In-Store Pickup,4.2,3018,0
ORD-101921,CUST-87068,27,Prefer not to say,Australia,Bronze,0,2022-10-29,2022-11-05,2022-11-14,Shipped,PROD-8681,Skirt,Uniqlo,Clothing,275.7,9,25,620.32,2481.3,0.11,204.71,19.99,2085.68,Cryptocurrency,Free Shipping,,4522,0
ORD-101922,CUST-57683,50,Non-Binary,France,Gold,1,2023-04-24,2023-04-24,2023-05-04,Delivered,PROD-1759,Air Freshener,Nextbase,Automotive,195.95,9,5,88.18,1763.55,0.14,234.55,7.99,1917.91,Credit Card,Standard,3.3,4084,0
ORD-101923,CUST-41142,40,Female,Brazil,Platinum,1,2023-06-24,2023-06-27,2023-07-09,Delivered,PROD-1257,Car Seat Cover,Nextbase,Automotive,125.91,10,0,0.0,1259.1,0.12,151.09,0,1410.19,PayPal,Overnight,4.8,3315,0
ORD-101924,CUST-97896,28,Non-Binary,France,Platinum,1,2023-07-29,2023-08-05,2023-08-11,Delivered,PROD-1561,Body Lotion,Dove,Beauty & Personal Care,135.78,6,20,162.94,814.68,0.1,65.17,0,716.91,Debit Card,In-Store Pickup,3.2,3623,0
ORD-101925,CUST-69433,27,Prefer not to say,Japan,Bronze,1,2023-01-17,2023-01-20,2023-02-01,Delivered,PROD-1393,Yoga Mat,Decathlon,Sports & Fitness,138.43,6,5,41.53,830.58,0.12,94.69,0,883.74,Apple Pay,In-Store Pickup,3.5,3909,0
ORD-101926,CUST-68955,68,Male,Canada,Silver,1,2021-09-21,2021-09-22,2021-09-28,Delivered,PROD-3549,Sunscreen SPF50,Olay,Beauty & Personal Care,171.14,7,20,239.6,1197.98,0.09,86.25,0,1044.63,Cryptocurrency,In-Store Pickup,2.0,3685,0
ORD-101927,CUST-63476,54,Male,Japan,Bronze,0,2022-05-10,2022-05-10,2022-05-24,Cancelled,PROD-5273,Sneakers,Under Armour,Clothing,59.48,2,5,5.95,118.96,0.1,11.3,7.99,132.3,Bank Transfer,In-Store Pickup,,1574,0
ORD-101928,CUST-68838,43,Prefer not to say,Brazil,Gold,1,2023-03-20,2023-03-26,2023-04-01,Shipped,PROD-4989,Business Book,Simon & Schuster,Books,74.65,7,25,130.64,522.55,0.07,27.43,12.99,432.33,Bank Transfer,Overnight,,376,0
ORD-101929,CUST-29824,59,Male,United States,Platinum,1,2021-09-25,2021-09-30,2021-10-01,Delivered,PROD-4460,Moisturizer,Nivea,Beauty & Personal Care,163.11,6,25,244.67,978.66,0.1,73.4,19.99,827.38,Bank Transfer,Overnight,1.7,4367,0
ORD-101930,CUST-25327,23,Non-Binary,United States,Silver,1,2023-12-15,2023-12-15,2023-12-18,Delivered,PROD-7653,Shampoo,The Ordinary,Beauty & Personal Care,61.92,6,25,92.88,371.52,0.11,30.65,0,309.29,Cryptocurrency,Overnight,1.5,2345,0
ORD-101931,CUST-50879,63,Non-Binary,Brazil,Bronze,0,2023-01-22,2023-01-28,2023-02-04,Delivered,PROD-6500,LEGO Set,VTech,Toys & Games,170.4,7,0,0.0,1192.8,0.06,71.57,19.99,1284.36,Bank Transfer,Standard,3.6,136,0
ORD-101932,CUST-98833,57,Female,France,Bronze,1,2024-06-29,2024-06-29,2024-07-10,Delivered,PROD-4690,Yoga Mat,Wilson,Sports & Fitness,238.98,3,25,179.24,716.94,0.05,26.89,12.99,577.58,Gift Card,Overnight,3.4,2521,0
ORD-101933,CUST-48900,49,Male,Japan,Bronze,1,2022-09-16,2022-09-21,2022-09-27,Processing,PROD-4014,Puzzle,VTech,Toys & Games,60.63,5,25,75.79,303.15,0.06,13.64,0,241.0,Apple Pay,Express,,796,0
ORD-101934,CUST-23695,31,Male,Germany,Gold,0,2024-05-29,2024-05-29,2024-06-11,Delivered,PROD-5941,Cycling Helmet,Spalding,Sports & Fitness,255.95,7,20,358.33,1791.65,0.12,172.0,19.99,1625.31,Gift Card,Free Shipping,1.1,2924,0
ORD-101935,CUST-39213,50,Male,India,Bronze,1,2023-07-07,2023-07-10,2023-07-12,Delivered,PROD-1291,Speaker,Lenovo,Electronics,300.43,8,0,0.0,2403.44,0.11,264.38,12.99,2680.81,Gift Card,In-Store Pickup,1.1,4833,0
