User_ID,Age,Gender,Daily_Screen_Time_Hours,Preferred_App,Addiction_Level
725,36,Male,11.1,Telegram,High
726,43,Male,2.0,YouTube,Low
727,20,Male,7.5,Snapchat,High
728,27,Female,4.5,WhatsApp,Medium
729,23,Female,8.1,Netflix,High
730,33,Female,9.6,Instagram,High
731,43,Female,3.3,Netflix,Medium
732,39,Female,4.3,Instagram,Medium
733,41,Male,6.4,YouTube,Medium
734,23,Female,8.0,YouTube,High
735,32,Male,11.9,Facebook,High
736,20,Female,10.5,Snapchat,High
737,27,Male,9.4,YouTube,High
738,16,Male,1.2,Netflix,Low
739,17,Male,11.4,Snapchat,High
740,32,Female,7.9,Snapchat,High
741,29,Female,1.9,WhatsApp,Low
742,24,Male,4.4,Netflix,Medium
743,41,Male,6.9,Snapchat,Medium
744,34,Male,4.4,Snapchat,Medium
745,39,Male,1.6,YouTube,Low
746,45,Female,2.3,Instagram,Low
747,25,Male,2.3,WhatsApp,Low
748,38,Male,2.8,Facebook,Low
749,32,Female,2.8,WhatsApp,Low
750,39,Female,9.1,YouTube,High
751,40,Male,4.7,Snapchat,Medium
752,24,Male,3.9,YouTube,Medium
753,31,Female,6.6,Instagram,Medium
754,31,Male,5.0,Twitter,Medium
755,40,Male,10.8,YouTube,High
756,23,Male,1.5,Instagram,Low
757,23,Male,6.2,Snapchat,Medium
758,45,Male,3.0,Instagram,Medium
759,33,Female,3.5,Netflix,Medium
760,29,Female,4.0,YouTube,Medium
761,34,Female,2.3,Instagram,Low
762,21,Male,9.8,Instagram,High
763,28,Male,10.6,Twitter,High
764,40,Female,4.6,Telegram,Medium
765,16,Female,3.2,Twitter,Medium
766,39,Male,6.1,Telegram,Medium
767,40,Male,9.1,Netflix,High
768,20,Male,11.3,Instagram,High
769,23,Female,8.0,Instagram,High
770,26,Male,9.3,Snapchat,High
771,43,Female,2.1,Netflix,Low
772,29,Female,11.6,WhatsApp,High
773,38,Female,2.0,Netflix,Low
774,44,Female,8.7,Facebook,High
775,30,Male,7.4,WhatsApp,High
776,36,Female,1.8,Instagram,Low
777,29,Male,3.6,Twitter,Medium
778,43,Female,11.2,Snapchat,High
779,38,Female,4.5,Twitter,Medium
780,23,Male,11.4,WhatsApp,High
781,40,Male,2.7,WhatsApp,Low
782,30,Female,4.5,YouTube,Medium
783,33,Female,11.6,Netflix,High
784,30,Female,6.1,YouTube,Medium
785,18,Male,9.9,Twitter,High
786,42,Male,3.4,Facebook,Medium
787,20,Male,8.8,Facebook,High
788,28,Male,8.4,Twitter,High
789,42,Male,1.3,Snapchat,Low
790,43,Female,7.1,Netflix,High
791,19,Female,2.1,WhatsApp,Low
792,19,Male,1.7,Netflix,Low
793,20,Male,10.1,Facebook,High
794,37,Male,7.4,Twitter,High
795,45,Male,1.2,YouTube,Low
796,22,Female,9.9,YouTube,High
797,44,Female,2.3,Telegram,Low
798,17,Male,11.2,Snapchat,High
799,42,Female,6.5,Snapchat,Medium
800,37,Female,2.9,Netflix,Low
801,45,Male,4.0,Telegram,Medium
802,44,Male,1.4,Netflix,Low
803,36,Female,6.5,Telegram,Medium
804,17,Male,4.1,WhatsApp,Medium
805,29,Male,8.1,Netflix,High
806,36,Male,11.9,Facebook,High
807,31,Female,4.8,Facebook,Medium
808,28,Female,3.0,Facebook,Medium
809,35,Male,1.3,Twitter,Low
810,17,Female,6.8,Netflix,Medium
811,21,Male,3.7,Netflix,Medium
812,24,Male,9.4,Netflix,High
813,34,Female,4.9,WhatsApp,Medium
814,21,Male,7.5,Facebook,High
815,45,Male,8.7,Facebook,High
816,34,Male,7.2,Netflix,High
817,42,Female,7.0,WhatsApp,High
818,31,Male,2.0,Netflix,Low
819,35,Male,1.2,Telegram,Low
820,16,Female,11.1,Netflix,High
821,41,Male,4.7,WhatsApp,Medium
822,45,Female,1.7,WhatsApp,Low
823,34,Male,9.5,Facebook,High
824,18,Female,8.7,Snapchat,High
825,34,Male,4.7,Facebook,Medium
826,20,Male,9.1,Snapchat,High
827,41,Female,8.1,WhatsApp,High
828,38,Female,3.5,WhatsApp,Medium
829,28,Female,9.1,Twitter,High
830,20,Male,9.0,Snapchat,High
831,43,Male,3.0,Facebook,Medium
832,45,Male,8.0,YouTube,High
833,45,Female,2.5,YouTube,Low
834,23,Female,11.8,WhatsApp,High
835,36,Male,10.0,Facebook,High
836,30,Male,3.9,Netflix,Medium
837,38,Male,4.9,YouTube,Medium
838,39,Male,1.5,Telegram,Low
839,39,Female,11.7,Snapchat,High
840,31,Female,4.9,Snapchat,Medium
841,19,Female,9.7,Netflix,High
842,21,Female,1.8,Instagram,Low
843,25,Male,4.5,YouTube,Medium
844,18,Female,2.9,Snapchat,Low
845,21,Male,7.0,YouTube,High
846,26,Female,8.7,Snapchat,High
847,36,Male,7.7,Snapchat,High
848,21,Male,2.1,Netflix,Low
849,22,Female,8.7,Twitter,High
850,37,Female,4.3,YouTube,Medium
851,17,Female,7.3,Telegram,High
852,20,Male,5.0,Snapchat,Medium
853,18,Female,10.1,Telegram,High
854,22,Male,1.3,WhatsApp,Low
855,36,Female,11.7,Telegram,High
856,43,Male,4.4,Snapchat,Medium
857,31,Female,10.8,Twitter,High
858,18,Female,3.0,Snapchat,Medium
859,27,Male,5.9,Twitter,Medium
860,30,Female,3.9,Twitter,Medium
861,34,Male,2.7,YouTube,Low
862,18,Female,9.9,Snapchat,High
863,40,Male,7.1,Snapchat,High
864,42,Female,11.6,Telegram,High
865,34,Male,6.2,YouTube,Medium
866,28,Male,6.5,WhatsApp,Medium
867,19,Female,2.9,WhatsApp,Low
868,22,Male,2.4,Snapchat,Low
869,18,Female,3.2,WhatsApp,Medium
870,42,Female,4.5,YouTube,Medium
871,18,Female,7.1,Facebook,High
872,43,Female,6.7,Instagram,Medium
873,41,Female,2.2,WhatsApp,Low
874,20,Male,11.2,YouTube,High
875,41,Female,10.5,Facebook,High
876,44,Female,3.9,Telegram,Medium
877,34,Female,1.4,Twitter,Low
878,28,Male,7.8,Snapchat,High
879,17,Female,10.8,Facebook,High
880,38,Male,1.5,Telegram,Low
881,45,Female,10.9,Instagram,High
882,26,Female,4.4,Telegram,Medium
883,43,Male,11.7,Netflix,High
884,20,Female,11.7,Telegram,High
885,40,Female,4.0,Snapchat,Medium
886,35,Male,3.1,Netflix,Medium
887,45,Female,9.2,Facebook,High
888,42,Male,6.7,WhatsApp,Medium
889,18,Female,8.8,Snapchat,High
890,20,Male,2.9,Netflix,Low
891,42,Male,3.7,Telegram,Medium
892,17,Female,8.8,Twitter,High
893,27,Female,6.6,YouTube,Medium
894,37,Male,3.7,Telegram,Medium
895,35,Female,3.0,Telegram,Medium
896,34,Female,4.8,Twitter,Medium
897,39,Male,4.1,Snapchat,Medium
898,17,Male,10.4,Netflix,High
899,43,Male,8.1,Netflix,High
900,24,Female,6.6,Instagram,Medium
901,31,Male,8.1,Instagram,High
902,23,Female,7.7,Twitter,High
903,38,Female,5.7,Snapchat,Medium
904,43,Female,6.0,Netflix,Medium
905,30,Female,8.4,Snapchat,High
906,34,Male,1.1,Facebook,Low
907,33,Female,4.3,YouTube,Medium
908,31,Male,4.7,Twitter,Medium
909,36,Female,10.5,Twitter,High
910,36,Female,3.1,Netflix,Medium
911,44,Male,9.9,Snapchat,High
912,37,Female,8.5,Instagram,High
913,36,Female,12.0,Twitter,High
914,45,Female,5.5,Instagram,Medium
915,34,Male,4.8,Netflix,Medium
916,37,Female,11.0,Facebook,High
917,32,Female,10.3,WhatsApp,High
918,25,Male,6.2,Twitter,Medium
919,39,Male,11.4,Facebook,High
920,36,Male,3.4,Netflix,Medium
921,39,Female,5.6,Facebook,Medium
922,27,Female,7.4,Telegram,High
923,43,Male,6.2,YouTube,Medium
924,31,Male,6.5,Snapchat,Medium
925,32,Female,5.5,WhatsApp,Medium
926,20,Male,4.8,Telegram,Medium
927,20,Female,10.5,WhatsApp,High
928,40,Male,6.4,WhatsApp,Medium
929,26,Male,1.1,Twitter,Low
930,22,Male,7.3,WhatsApp,High
931,31,Male,2.4,Snapchat,Low
932,36,Female,5.4,Telegram,Medium
933,28,Male,1.4,Netflix,Low
934,39,Female,11.5,Facebook,High
935,40,Male,1.2,Instagram,Low
936,36,Male,3.5,Facebook,Medium
937,25,Male,2.1,Twitter,Low
938,21,Male,10.1,Twitter,High
939,25,Female,9.0,Facebook,High
940,29,Male,4.8,Telegram,Medium
941,27,Male,2.8,Snapchat,Low
942,16,Male,3.5,WhatsApp,Medium
943,22,Male,7.5,WhatsApp,High
944,19,Female,8.8,Instagram,High
945,28,Female,9.5,Instagram,High
946,35,Male,8.3,Instagram,High
947,17,Male,5.6,Snapchat,Medium
948,19,Female,6.2,WhatsApp,Medium
949,22,Male,4.3,YouTube,Medium
950,37,Female,7.9,WhatsApp,High
951,29,Male,6.6,YouTube,Medium
952,25,Male,9.6,Telegram,High
953,22,Male,9.6,Netflix,High
954,27,Female,4.2,Instagram,Medium
955,33,Female,11.0,Telegram,High
956,26,Male,1.0,YouTube,Low
957,45,Male,10.2,Telegram,High
958,20,Male,9.6,YouTube,High
959,39,Male,11.0,Netflix,High
960,30,Female,3.9,Instagram,Medium
961,19,Male,10.6,Twitter,High
962,27,Female,5.7,YouTube,Medium
963,19,Male,1.1,WhatsApp,Low
964,37,Male,4.6,Telegram,Medium
965,35,Female,10.7,YouTube,High
966,27,Female,3.0,Snapchat,Medium
967,28,Female,4.0,Snapchat,Medium
968,38,Female,9.8,WhatsApp,High
969,19,Male,8.7,Instagram,High
970,43,Male,2.1,Telegram,Low
971,41,Female,3.0,Snapchat,Medium
972,40,Female,7.7,WhatsApp,High
973,31,Female,2.2,Snapchat,Low
974,30,Male,1.7,Facebook,Low
975,16,Male,11.8,Facebook,High
976,32,Male,5.8,Netflix,Medium
977,31,Female,8.3,Snapchat,High
978,20,Male,1.1,WhatsApp,Low
979,32,Female,10.4,WhatsApp,High
980,18,Female,4.5,Facebook,Medium
981,24,Male,6.6,Snapchat,Medium
982,28,Male,1.9,Telegram,Low
983,41,Female,2.0,Telegram,Low
984,30,Female,2.3,Telegram,Low
985,39,Male,2.1,Snapchat,Low
986,17,Male,10.1,Twitter,High
987,44,Male,8.2,Telegram,High
988,26,Female,10.1,Netflix,High
989,43,Female,4.7,Telegram,Medium
990,38,Female,8.9,YouTube,High
991,19,Male,1.0,Facebook,Low
992,42,Female,7.0,Facebook,High
993,38,Male,1.5,WhatsApp,Low
994,31,Male,10.0,Snapchat,High
995,19,Female,7.7,Netflix,High
996,19,Female,3.4,Netflix,Medium
997,38,Female,2.2,Snapchat,Low
998,17,Male,9.5,Telegram,High
999,30,Male,11.6,Instagram,High
1000,32,Male,7.1,Snapchat,High
1001,42,Female,11.2,WhatsApp,High
1002,38,Male,9.0,WhatsApp,High
1003,19,Female,8.2,Facebook,High
1004,32,Female,5.6,Netflix,Medium
1005,24,Female,11.6,Twitter,High
1006,30,Male,2.5,Twitter,Low
1007,42,Female,8.8,Netflix,High
1008,22,Male,7.9,Twitter,High
1009,37,Female,11.1,WhatsApp,High
1010,38,Male,6.5,Facebook,Medium
1011,38,Male,9.4,Telegram,High
1012,34,Female,8.4,Twitter,High
1013,44,Female,9.9,YouTube,High
1014,16,Female,2.6,Instagram,Low
1015,22,Female,9.3,WhatsApp,High
1016,25,Female,2.6,Instagram,Low
1017,38,Female,3.2,Instagram,Medium
1018,27,Female,2.1,Netflix,Low
1019,39,Female,3.6,Twitter,Medium
1020,38,Male,11.2,Snapchat,High
1021,29,Female,11.6,Instagram,High
1022,16,Female,3.2,Telegram,Medium
1023,42,Male,11.0,Facebook,High
1024,40,Male,9.5,Netflix,High
1025,25,Female,3.0,YouTube,Medium
1026,21,Male,9.1,YouTube,High
1027,28,Male,5.7,Twitter,Medium
1028,20,Male,7.4,Twitter,High
1029,16,Female,6.1,WhatsApp,Medium
1030,17,Male,11.2,Instagram,High
1031,40,Female,6.4,Facebook,Medium
1032,18,Female,6.8,WhatsApp,Medium
1033,32,Male,9.6,WhatsApp,High
1034,29,Female,2.0,Netflix,Low
1035,44,Male,8.3,Facebook,High
1036,27,Female,3.4,Telegram,Medium
1037,33,Male,2.3,Facebook,Low
1038,30,Male,10.9,Netflix,High
1039,17,Female,5.2,YouTube,Medium
1040,28,Female,6.9,Twitter,Medium
1041,16,Female,6.7,Telegram,Medium
1042,31,Male,4.3,Netflix,Medium
1043,26,Male,11.4,WhatsApp,High
1044,40,Male,7.9,Netflix,High
1045,37,Male,10.5,Snapchat,High
1046,42,Male,3.3,Snapchat,Medium
1047,36,Male,9.2,WhatsApp,High
1048,16,Female,8.9,Instagram,High
1049,18,Male,1.6,Twitter,Low
1050,33,Male,7.3,Netflix,High
1051,45,Female,5.5,Telegram,Medium
1052,36,Female,5.8,Instagram,Medium
1053,28,Male,6.9,YouTube,Medium
1054,40,Male,8.7,YouTube,High
1055,27,Male,4.2,Twitter,Medium
1056,35,Male,4.1,Telegram,Medium
1057,28,Female,10.0,Instagram,High
1058,31,Male,6.9,WhatsApp,Medium
1059,39,Female,9.8,Twitter,High
1060,36,Male,4.3,Facebook,Medium
1061,16,Male,2.4,Instagram,Low
1062,34,Female,6.9,YouTube,Medium
1063,25,Male,9.2,Facebook,High
1064,22,Female,11.0,WhatsApp,High
1065,21,Male,3.4,Twitter,Medium
1066,22,Male,3.0,Instagram,Medium
1067,43,Female,8.1,YouTube,High
1068,25,Male,3.8,Netflix,Medium
1069,39,Female,11.5,Facebook,High
1070,20,Male,2.1,YouTube,Low
1071,44,Male,4.5,Telegram,Medium
1072,26,Female,8.6,WhatsApp,High
1073,34,Female,9.9,Snapchat,High
1074,21,Male,4.4,Netflix,Medium
1075,38,Female,4.0,Facebook,Medium
1076,20,Female,10.7,Telegram,High
1077,30,Female,9.5,Telegram,High
1078,33,Male,2.9,YouTube,Low
1079,42,Female,10.4,WhatsApp,High
1080,44,Male,3.9,YouTube,Medium
1081,39,Male,10.8,Instagram,High
1082,42,Female,9.5,Netflix,High
1083,45,Male,7.1,Telegram,High
1084,36,Male,5.0,Netflix,Medium
1085,44,Female,2.5,YouTube,Low
1086,28,Female,6.5,Netflix,Medium
1087,43,Male,9.3,WhatsApp,High
1088,30,Male,3.0,WhatsApp,Medium
1089,39,Female,11.3,Instagram,High
1090,23,Female,3.5,Twitter,Medium
1091,27,Male,1.5,Netflix,Low
1092,32,Female,5.3,Telegram,Medium
1093,44,Male,1.4,Facebook,Low
1094,19,Female,10.2,Twitter,High
1095,34,Male,5.1,Snapchat,Medium
1096,27,Male,6.7,Snapchat,Medium
1097,45,Male,6.7,Facebook,Medium
1098,42,Female,6.4,Telegram,Medium
1099,44,Male,6.5,WhatsApp,Medium
1100,30,Male,3.5,Twitter,Medium
1101,22,Male,3.1,Facebook,Medium
1102,35,Male,8.3,Snapchat,High
1103,41,Female,8.9,Telegram,High
1104,37,Female,6.3,WhatsApp,Medium
1105,36,Female,1.2,Instagram,Low
1106,20,Male,2.5,Instagram,Low
1107,44,Male,1.6,Twitter,Low
1108,45,Male,6.7,Snapchat,Medium
1109,35,Male,10.7,Twitter,High
1110,18,Male,5.9,Telegram,Medium
1111,43,Female,2.9,Snapchat,Low
1112,35,Male,9.7,WhatsApp,High
1113,35,Female,2.8,Facebook,Low
1114,45,Female,7.6,YouTube,High
1115,23,Female,5.2,YouTube,Medium
1116,16,Male,6.7,Snapchat,Medium
1117,42,Male,7.7,WhatsApp,High
1118,31,Male,10.7,YouTube,High
1119,18,Female,8.3,Instagram,High
1120,44,Female,6.7,Facebook,Medium
1121,43,Male,8.7,Snapchat,High
1122,23,Female,9.7,Snapchat,High
1123,27,Male,5.7,Twitter,Medium
1124,31,Male,11.0,YouTube,High
1125,25,Female,3.8,Instagram,Medium
1126,38,Male,7.4,YouTube,High
1127,32,Male,5.1,Netflix,Medium
1128,38,Female,5.5,YouTube,Medium
1129,20,Female,8.2,Twitter,High
1130,24,Female,7.2,Twitter,High
1131,37,Female,9.3,Snapchat,High
1132,33,Female,3.0,Telegram,Medium
1133,24,Female,7.4,Snapchat,High
1134,39,Male,10.4,YouTube,High
1135,39,Male,5.9,WhatsApp,Medium
1136,19,Male,6.6,Facebook,Medium
1137,41,Male,2.8,Instagram,Low
1138,41,Male,10.1,Telegram,High
1139,45,Female,2.0,Twitter,Low
1140,23,Female,1.9,Instagram,Low
1141,39,Female,11.2,Snapchat,High
1142,35,Female,8.8,Instagram,High
1143,40,Male,8.0,Telegram,High
1144,16,Male,10.4,Twitter,High
1145,22,Male,9.6,Netflix,High
1146,35,Male,8.4,Facebook,High
1147,23,Male,11.7,YouTube,High
1148,24,Female,4.9,Snapchat,Medium
1149,28,Male,6.7,YouTube,Medium
1150,45,Male,7.0,Facebook,High
1151,27,Female,3.5,Netflix,Medium
1152,30,Female,7.3,Twitter,High
1153,21,Female,6.6,YouTube,Medium
1154,32,Female,4.7,YouTube,Medium
1155,41,Female,10.6,Twitter,High
1156,38,Female,11.6,Telegram,High
1157,40,Male,9.3,Telegram,High
1158,37,Female,10.9,Instagram,High
1159,31,Male,3.8,Snapchat,Medium
1160,36,Male,8.4,Netflix,High
1161,41,Female,5.5,Facebook,Medium
1162,32,Male,8.7,Twitter,High
1163,23,Female,2.0,Facebook,Low
1164,18,Male,6.2,Facebook,Medium
1165,22,Female,3.0,Netflix,Medium
1166,31,Male,3.6,Netflix,Medium
1167,43,Female,3.3,Netflix,Medium
1168,42,Male,10.2,Facebook,High
1169,20,Male,2.3,YouTube,Low
1170,37,Female,7.8,Instagram,High
1171,43,Female,5.1,Facebook,Medium
1172,31,Female,6.4,Twitter,Medium
1173,28,Male,9.3,WhatsApp,High
1174,17,Female,6.3,Instagram,Medium
1175,32,Female,5.3,WhatsApp,Medium
1176,30,Male,8.7,Telegram,High
1177,26,Male,1.1,Netflix,Low
1178,28,Male,4.6,Twitter,Medium
1179,21,Female,3.6,Telegram,Medium
1180,35,Female,5.0,Telegram,Medium
1181,29,Male,5.6,Facebook,Medium
1182,27,Female,4.1,WhatsApp,Medium
1183,34,Male,11.8,Netflix,High
1184,42,Male,8.9,Netflix,High
1185,33,Female,10.4,Netflix,High
1186,20,Male,6.2,Instagram,Medium
1187,21,Female,6.5,Facebook,Medium
1188,41,Female,4.3,Instagram,Medium
1189,28,Male,8.6,Instagram,High
1190,22,Female,6.2,YouTube,Medium
1191,30,Female,3.9,Facebook,Medium
1192,33,Female,4.8,Snapchat,Medium
1193,19,Female,10.5,Netflix,High
1194,34,Male,11.8,Twitter,High
1195,27,Female,8.4,Telegram,High
1196,40,Female,10.8,Snapchat,High
1197,35,Female,6.1,WhatsApp,Medium
1198,43,Male,8.0,Facebook,High
1199,29,Female,10.3,YouTube,High
1200,18,Male,4.8,Facebook,Medium
