employee_id,age,gender,marital_status,country,education_level,years_of_experience,department,job_title,employment_type,remote_work,hire_date,tenure_years,base_salary,bonus_percent,bonus_amount,total_compensation,performance_rating,job_satisfaction_score,engagement_score,work_life_balance_score,manager_rating,overtime,trainings_completed,promotions_received,absences_days,attrition,attrition_reason
EMP-101458,42,Male,Divorced,India,Master's Degree,17,Data Science,ML Engineer,Full-Time,Hybrid,2012-08-27,12.4,122633.51,5,6131.68,128765.19,Outstanding,3.1,4.3,3.7,2.6,No,0,3,8,Yes,Laid Off
EMP-101459,47,Female,Single,Germany,PhD,0,Marketing,CMO,Full-Time,No,2016-05-03,8.7,73704.38,25,18426.1,92130.48,Exceeds Expectations,2.1,1.6,3.3,3.0,No,6,4,9,No,Still Employed
EMP-101460,26,Prefer not to say,Married,Germany,Associate Degree,0,Operations,COO,Full-Time,No,2017-10-17,7.2,129967.83,25,32491.96,162459.79,Exceeds Expectations,2.0,3.7,4.8,2.7,No,8,2,25,No,Still Employed
EMP-101461,55,Prefer not to say,Widowed,United States,High School,27,Sales,Account Executive,Full-Time,No,2020-01-13,5.0,65998.3,10,6599.83,72598.13,Exceeds Expectations,1.9,1.8,1.5,3.6,Yes,6,5,4,No,Still Employed
EMP-101462,57,Non-Binary,Married,Australia,Bachelor's Degree,30,Finance,Financial Analyst,Full-Time,Yes,2015-06-12,9.6,40271.92,20,8054.38,48326.3,Needs Improvement,3.0,3.7,4.6,3.7,Yes,8,0,24,Yes,Retired
EMP-101463,61,Male,Widowed,United States,PhD,25,Product,Product Manager,Full-Time,Yes,2020-09-05,4.3,91894.38,0,0.0,91894.38,Outstanding,3.8,4.5,2.2,4.5,No,8,3,15,Yes,Laid Off
EMP-101464,26,Non-Binary,Married,United Kingdom,High School,4,Sales,Sales Manager,Full-Time,Hybrid,2021-02-27,3.8,155307.52,10,15530.75,170838.27,Meets Expectations,2.6,3.1,1.3,2.0,No,8,4,29,No,Still Employed
EMP-101465,24,Non-Binary,Divorced,France,High School,0,Legal,Attorney,Full-Time,Yes,2014-10-12,10.2,150195.82,15,22529.37,172725.19,Meets Expectations,3.1,3.7,3.9,4.7,Yes,6,3,13,No,Still Employed
EMP-101466,62,Prefer not to say,Single,Germany,PhD,20,Engineering,Software Engineer,Contract,Hybrid,2014-03-28,10.8,57866.27,25,14466.57,72332.84,Outstanding,3.8,3.2,1.6,1.5,No,9,2,0,No,Still Employed
EMP-101467,58,Non-Binary,Widowed,Singapore,PhD,14,Customer Support,Support Agent,Full-Time,Yes,2010-12-01,14.1,30114.11,10,3011.41,33125.52,Meets Expectations,2.4,3.0,2.4,2.0,No,2,2,1,No,Still Employed
EMP-101468,25,Female,Married,France,Associate Degree,0,Product,Product Owner,Full-Time,Hybrid,2022-12-05,2.1,51299.27,0,0.0,51299.27,Needs Improvement,3.8,4.2,3.1,2.0,Yes,10,2,15,No,Still Employed
EMP-101469,27,Prefer not to say,Single,UAE,Associate Degree,5,Sales,Sales Representative,Full-Time,No,2011-05-09,13.7,108593.25,25,27148.31,135741.56,Exceeds Expectations,1.0,3.1,2.5,3.5,Yes,0,5,3,Yes,Resigned
EMP-101470,34,Non-Binary,Married,United States,Associate Degree,6,Product,UX Designer,Full-Time,No,2019-03-20,5.8,57478.42,20,11495.68,68974.1,Outstanding,2.8,3.2,3.7,3.9,Yes,0,0,21,No,Still Employed
EMP-101471,39,Female,Divorced,Australia,Bachelor's Degree,1,Sales,Sales Manager,Part-Time,Hybrid,2019-12-30,5.0,175979.07,0,0.0,175979.07,Meets Expectations,2.9,4.9,1.8,2.9,Yes,2,3,20,No,Still Employed
EMP-101472,58,Prefer not to say,Widowed,United Kingdom,Master's Degree,28,Legal,Legal Analyst,Contract,No,2011-06-25,13.5,76771.27,10,7677.13,84448.4,Exceeds Expectations,4.9,3.3,3.9,2.2,Yes,2,1,14,No,Still Employed
EMP-101473,41,Prefer not to say,Widowed,Canada,PhD,10,Legal,Compliance Officer,Contract,Hybrid,2016-08-16,8.4,142074.47,15,21311.17,163385.64,Meets Expectations,2.6,1.5,3.1,2.8,Yes,7,1,19,No,Still Employed
EMP-101474,25,Prefer not to say,Divorced,UAE,High School,1,Marketing,Content Strategist,Full-Time,No,2023-02-13,1.9,148788.35,0,0.0,148788.35,Exceeds Expectations,3.7,2.3,1.2,3.1,Yes,0,2,14,Yes,Resigned
EMP-101475,23,Prefer not to say,Single,Australia,Bachelor's Degree,1,Sales,BDR,Contract,No,2010-03-20,14.8,31398.7,20,6279.74,37678.44,Exceeds Expectations,2.4,1.2,4.6,1.9,Yes,4,4,20,No,Still Employed
EMP-101476,45,Female,Married,India,High School,14,Marketing,CMO,Full-Time,No,2015-02-03,9.9,68383.69,0,0.0,68383.69,Needs Improvement,3.9,4.0,3.3,3.1,No,7,2,17,No,Still Employed
EMP-101477,52,Female,Married,Germany,High School,18,Engineering,DevOps Engineer,Full-Time,No,2014-02-03,10.9,166120.6,10,16612.06,182732.66,Exceeds Expectations,1.8,1.3,3.8,1.3,No,5,4,28,No,Still Employed
EMP-101478,52,Male,Divorced,United Kingdom,Bachelor's Degree,16,Legal,Legal Analyst,Full-Time,Hybrid,2018-01-09,7.0,143044.25,20,28608.85,171653.1,Needs Improvement,4.4,1.4,2.8,2.0,No,6,5,27,Yes,Resigned
EMP-101479,44,Male,Married,UAE,Master's Degree,7,Product,Product Analyst,Full-Time,Yes,2019-11-27,5.1,173489.9,10,17348.99,190838.89,Meets Expectations,1.4,4.3,4.3,4.2,No,3,0,4,No,Still Employed
EMP-101480,31,Female,Widowed,UAE,Associate Degree,1,Product,Head of Product,Full-Time,Hybrid,2013-12-22,11.0,87741.43,20,17548.29,105289.72,Exceeds Expectations,4.0,4.3,3.1,3.0,Yes,6,3,5,No,Still Employed
EMP-101481,60,Female,Single,United States,Master's Degree,2,Sales,Sales Representative,Full-Time,Hybrid,2010-10-09,14.2,153380.08,25,38345.02,191725.1,Outstanding,1.7,3.6,2.1,2.7,No,2,1,10,No,Still Employed
EMP-101482,36,Female,Divorced,Germany,Master's Degree,1,Engineering,Software Engineer,Part-Time,No,2023-04-29,1.7,103329.34,25,25832.33,129161.67,Exceeds Expectations,2.8,1.9,2.4,4.3,Yes,8,4,20,No,Still Employed
EMP-101483,40,Non-Binary,Married,United States,High School,7,Engineering,Senior Engineer,Full-Time,No,2021-03-13,3.8,160472.18,20,32094.44,192566.62,Needs Improvement,3.9,5.0,4.2,1.2,No,0,2,6,No,Still Employed
EMP-101484,24,Prefer not to say,Widowed,Germany,PhD,0,Customer Support,Support Agent,Full-Time,No,2011-09-26,13.3,127134.83,25,31783.71,158918.54,Exceeds Expectations,4.4,1.6,4.4,3.9,No,3,3,1,No,Still Employed
EMP-101485,57,Non-Binary,Single,Canada,High School,17,HR,HRBP,Full-Time,No,2021-12-06,3.1,151420.73,20,30284.15,181704.88,Exceeds Expectations,2.8,4.4,1.8,1.3,No,8,5,27,No,Still Employed
EMP-101486,46,Female,Widowed,Australia,High School,0,Engineering,DevOps Engineer,Full-Time,No,2018-02-05,6.9,59598.53,5,2979.93,62578.46,Exceeds Expectations,2.0,4.2,1.6,2.3,Yes,1,3,2,No,Still Employed
EMP-101487,37,Male,Widowed,India,Bachelor's Degree,10,Engineering,DevOps Engineer,Full-Time,Yes,2023-03-18,1.8,49622.1,5,2481.11,52103.21,Exceeds Expectations,4.3,3.5,1.8,4.2,No,4,5,6,No,Still Employed
EMP-101488,25,Prefer not to say,Married,Brazil,PhD,0,Finance,Controller,Full-Time,Hybrid,2013-02-22,11.9,59902.46,10,5990.25,65892.71,Outstanding,2.8,2.4,4.8,1.2,Yes,4,3,12,No,Still Employed
EMP-101489,22,Male,Divorced,United Kingdom,High School,0,Finance,Budget Analyst,Contract,No,2014-01-29,10.9,125476.31,20,25095.26,150571.57,Meets Expectations,3.9,2.5,4.7,3.5,Yes,10,5,21,No,Still Employed
EMP-101490,29,Non-Binary,Divorced,Brazil,Master's Degree,6,Operations,COO,Full-Time,Hybrid,2021-12-31,3.0,151090.46,5,7554.52,158644.98,Needs Improvement,4.5,1.9,3.6,3.1,No,5,1,8,No,Still Employed
EMP-101491,43,Prefer not to say,Divorced,Brazil,Bachelor's Degree,10,HR,HRBP,Full-Time,Hybrid,2017-03-03,7.8,52255.1,20,10451.02,62706.12,Meets Expectations,4.1,1.6,4.6,2.9,No,5,1,1,No,Still Employed
EMP-101492,48,Non-Binary,Single,United States,Bachelor's Degree,8,Marketing,SEO Specialist,Part-Time,No,2018-01-23,6.9,66050.35,5,3302.52,69352.87,Exceeds Expectations,1.1,2.1,2.9,2.1,No,10,1,4,Yes,Resigned
EMP-101493,52,Female,Divorced,Brazil,Bachelor's Degree,23,Customer Support,Support Manager,Part-Time,No,2010-11-17,14.1,170507.92,25,42626.98,213134.9,Meets Expectations,1.9,1.5,5.0,1.9,Yes,2,2,12,No,Still Employed
EMP-101494,45,Male,Divorced,UAE,Bachelor's Degree,20,Marketing,CMO,Part-Time,Yes,2015-07-29,9.4,172480.16,25,43120.04,215600.2,Needs Improvement,1.3,1.4,1.1,4.4,No,9,2,13,No,Still Employed
EMP-101495,42,Non-Binary,Single,Canada,Bachelor's Degree,0,Sales,Sales Manager,Full-Time,Yes,2019-03-17,5.8,171095.13,10,17109.51,188204.64,Exceeds Expectations,4.9,2.3,1.6,1.8,Yes,1,2,4,No,Still Employed
EMP-101496,42,Prefer not to say,Divorced,United Kingdom,Bachelor's Degree,12,Sales,Account Executive,Contract,Hybrid,2020-12-29,4.0,172745.01,20,34549.0,207294.01,Meets Expectations,2.5,2.2,2.4,1.2,Yes,4,4,2,No,Still Employed
EMP-101497,26,Male,Married,UAE,Master's Degree,4,Product,Product Owner,Full-Time,Hybrid,2017-10-12,7.2,139738.69,15,20960.8,160699.49,Meets Expectations,3.1,1.9,3.6,3.6,Yes,4,3,3,No,Still Employed
EMP-101498,38,Prefer not to say,Widowed,Canada,Associate Degree,5,Finance,Financial Analyst,Full-Time,No,2016-09-14,8.3,111529.35,5,5576.47,117105.82,Outstanding,2.8,1.8,4.9,2.0,No,8,5,12,No,Still Employed
EMP-101499,35,Female,Married,Australia,Associate Degree,11,Customer Support,Support Agent,Part-Time,Hybrid,2011-05-28,13.6,153675.93,10,15367.59,169043.52,Outstanding,2.6,3.8,3.2,1.7,No,7,0,14,Yes,Terminated
EMP-101500,41,Female,Divorced,India,Master's Degree,3,HR,HR Coordinator,Full-Time,Hybrid,2016-04-06,8.7,159510.14,10,15951.01,175461.15,Exceeds Expectations,2.4,3.8,2.2,3.9,Yes,7,3,2,No,Still Employed
EMP-101501,23,Non-Binary,Single,United States,Bachelor's Degree,0,Product,UX Designer,Full-Time,No,2019-03-10,5.8,86397.07,25,21599.27,107996.34,Meets Expectations,3.5,2.6,1.9,2.2,No,9,5,18,No,Still Employed
EMP-101502,57,Male,Widowed,India,Associate Degree,19,Data Science,BI Developer,Full-Time,No,2010-03-31,14.8,145792.77,25,36448.19,182240.96,Exceeds Expectations,2.4,1.5,2.5,1.1,No,3,4,8,No,Still Employed
EMP-101503,41,Male,Married,India,Master's Degree,7,Finance,Controller,Contract,Hybrid,2019-10-16,5.2,35505.68,10,3550.57,39056.25,Exceeds Expectations,2.8,3.3,2.6,1.2,Yes,5,0,29,Yes,Retired
EMP-101504,27,Non-Binary,Widowed,Brazil,PhD,3,Customer Support,Technical Support,Full-Time,Yes,2014-09-03,10.3,68171.44,20,13634.29,81805.73,Exceeds Expectations,3.6,2.9,3.8,2.3,No,0,2,30,No,Still Employed
EMP-101505,54,Female,Widowed,Germany,High School,30,Operations,Operations Analyst,Contract,Hybrid,2013-10-08,11.2,90742.73,25,22685.68,113428.41,Meets Expectations,1.6,2.7,3.7,4.9,Yes,10,4,29,No,Still Employed
EMP-101506,28,Prefer not to say,Divorced,France,Master's Degree,1,Data Science,Data Scientist,Full-Time,No,2012-07-16,12.5,133132.66,0,0.0,133132.66,Needs Improvement,4.4,3.0,1.8,2.7,Yes,8,2,27,No,Still Employed
EMP-101507,49,Male,Widowed,France,High School,20,Customer Support,Technical Support,Contract,Hybrid,2010-01-15,15.0,58201.91,15,8730.29,66932.2,Outstanding,4.5,2.8,1.9,2.5,Yes,5,5,20,No,Still Employed
EMP-101508,60,Non-Binary,Married,UAE,PhD,0,Customer Support,Team Lead,Remote,No,2012-09-05,12.3,30207.77,5,1510.39,31718.16,Exceeds Expectations,5.0,2.6,4.3,3.8,Yes,9,5,0,Yes,Laid Off
EMP-101509,27,Male,Widowed,UAE,Associate Degree,0,Marketing,Brand Manager,Contract,No,2014-10-18,10.2,61777.57,20,12355.51,74133.08,Exceeds Expectations,3.7,1.6,1.5,2.5,Yes,4,5,10,No,Still Employed
EMP-101510,38,Non-Binary,Single,United States,Associate Degree,11,Customer Support,Technical Support,Full-Time,No,2010-01-13,15.0,148610.39,20,29722.08,178332.47,Needs Improvement,1.3,4.0,3.6,3.8,No,7,2,6,No,Still Employed
EMP-101511,53,Male,Married,United States,Bachelor's Degree,4,Customer Support,Support Manager,Contract,No,2020-01-14,5.0,38376.75,15,5756.51,44133.26,Outstanding,4.2,1.9,5.0,1.7,No,5,3,6,No,Still Employed
EMP-101512,36,Male,Divorced,Australia,High School,11,Legal,Paralegal,Full-Time,Hybrid,2020-12-12,4.1,120812.43,20,24162.49,144974.92,Needs Improvement,1.6,2.9,3.8,4.3,Yes,9,0,3,Yes,Laid Off
EMP-101513,34,Female,Married,UAE,Master's Degree,5,Finance,Accountant,Full-Time,No,2016-10-25,8.2,82105.04,25,20526.26,102631.3,Needs Improvement,4.3,4.7,2.0,4.1,Yes,0,3,29,Yes,Retired
EMP-101514,52,Male,Single,Brazil,Bachelor's Degree,20,Engineering,Tech Lead,Full-Time,No,2011-12-14,13.1,94042.97,5,4702.15,98745.12,Exceeds Expectations,1.1,4.5,1.5,1.0,No,4,2,4,No,Still Employed
EMP-101515,59,Female,Widowed,Canada,PhD,24,Marketing,CMO,Full-Time,No,2011-04-19,13.7,76792.15,15,11518.82,88310.97,Exceeds Expectations,3.2,4.4,3.5,4.2,No,6,3,9,No,Still Employed
EMP-101516,58,Female,Widowed,United Kingdom,High School,27,Sales,VP of Sales,Full-Time,Hybrid,2018-05-22,6.6,30102.85,15,4515.43,34618.28,Exceeds Expectations,3.3,1.4,1.7,1.8,Yes,7,1,3,No,Still Employed
EMP-101517,26,Prefer not to say,Widowed,India,Master's Degree,3,Engineering,DevOps Engineer,Full-Time,No,2016-03-30,8.8,101669.37,5,5083.47,106752.84,Needs Improvement,3.1,1.4,4.2,4.6,No,6,2,23,No,Still Employed
EMP-101518,25,Male,Single,India,PhD,1,Sales,VP of Sales,Part-Time,Hybrid,2019-10-23,5.2,119844.15,0,0.0,119844.15,Needs Improvement,2.8,3.6,1.6,2.3,No,0,1,1,No,Still Employed
EMP-101519,47,Prefer not to say,Divorced,France,Associate Degree,5,Data Science,ML Engineer,Full-Time,Hybrid,2020-05-31,4.6,32093.89,0,0.0,32093.89,Meets Expectations,3.9,3.8,3.8,1.1,Yes,8,1,24,No,Still Employed
EMP-101520,26,Male,Single,Canada,Bachelor's Degree,2,Finance,CFO,Part-Time,Yes,2022-06-26,2.5,119211.59,10,11921.16,131132.75,Meets Expectations,2.7,3.3,3.8,3.4,No,8,5,12,No,Still Employed
EMP-101521,45,Prefer not to say,Widowed,Brazil,High School,2,HR,HR Manager,Remote,Yes,2018-05-11,6.6,86159.97,15,12924.0,99083.97,Exceeds Expectations,4.5,4.8,3.4,3.7,No,1,1,16,No,Still Employed
EMP-101522,39,Female,Single,Germany,Master's Degree,13,Product,Product Owner,Contract,No,2016-06-12,8.6,66568.14,20,13313.63,79881.77,Meets Expectations,3.1,3.5,2.5,1.9,Yes,0,2,7,No,Still Employed
EMP-101523,28,Prefer not to say,Married,Australia,High School,0,Engineering,QA Engineer,Full-Time,No,2023-05-22,1.6,115353.99,25,28838.5,144192.49,Meets Expectations,3.4,3.6,1.7,3.3,No,6,0,9,No,Still Employed
EMP-101524,30,Prefer not to say,Divorced,United Kingdom,Bachelor's Degree,8,Marketing,Marketing Analyst,Full-Time,No,2017-07-11,7.5,106799.2,15,16019.88,122819.08,Meets Expectations,1.1,4.2,2.7,1.8,Yes,6,1,30,No,Still Employed
EMP-101525,59,Prefer not to say,Widowed,India,Associate Degree,29,Marketing,Brand Manager,Full-Time,Hybrid,2015-08-30,9.3,123668.02,0,0.0,123668.02,Exceeds Expectations,3.8,1.9,3.3,2.9,Yes,2,5,17,Yes,Laid Off
EMP-101526,48,Non-Binary,Married,India,PhD,17,Operations,Operations Analyst,Full-Time,Yes,2014-02-26,10.9,165460.74,20,33092.15,198552.89,Exceeds Expectations,4.8,4.3,3.1,4.0,No,9,5,20,No,Still Employed
EMP-101527,32,Non-Binary,Single,Brazil,Associate Degree,1,Product,Product Analyst,Contract,Yes,2014-10-07,10.2,154513.64,20,30902.73,185416.37,Needs Improvement,2.7,3.7,2.2,1.2,No,0,0,17,No,Still Employed
EMP-101528,23,Female,Divorced,Brazil,PhD,0,Finance,Financial Analyst,Contract,Yes,2014-08-05,10.4,94775.51,0,0.0,94775.51,Exceeds Expectations,2.1,3.9,4.5,4.4,No,7,2,12,No,Still Employed
EMP-101529,62,Male,Married,United Kingdom,PhD,21,Finance,Budget Analyst,Full-Time,Hybrid,2019-06-15,5.6,84881.55,15,12732.23,97613.78,Meets Expectations,2.4,2.6,4.5,2.9,Yes,1,4,25,No,Still Employed
EMP-101530,55,Prefer not to say,Widowed,Brazil,High School,20,Sales,BDR,Full-Time,No,2013-02-23,11.9,60635.28,10,6063.53,66698.81,Meets Expectations,1.8,4.6,3.1,2.3,No,8,0,6,No,Still Employed
EMP-101531,22,Prefer not to say,Divorced,Australia,Master's Degree,0,Finance,Controller,Contract,Yes,2022-01-28,2.9,118030.55,0,0.0,118030.55,Meets Expectations,4.4,4.4,1.2,1.8,No,0,2,12,No,Still Employed
EMP-101532,36,Female,Married,Australia,High School,12,Legal,Compliance Officer,Full-Time,No,2011-02-26,13.9,83019.11,0,0.0,83019.11,Meets Expectations,2.3,2.7,3.3,1.9,No,3,1,16,No,Still Employed
EMP-101533,42,Male,Divorced,Australia,Bachelor's Degree,18,Product,Product Analyst,Full-Time,No,2021-03-19,3.8,151724.83,0,0.0,151724.83,Exceeds Expectations,3.6,4.3,3.6,2.4,Yes,5,5,23,No,Still Employed
EMP-101534,43,Non-Binary,Married,Australia,PhD,9,Marketing,SEO Specialist,Full-Time,Yes,2023-11-02,1.2,36950.38,20,7390.08,44340.46,Exceeds Expectations,1.0,3.1,4.6,1.9,No,1,1,18,No,Still Employed
EMP-101535,41,Female,Single,Australia,Bachelor's Degree,1,Legal,Compliance Officer,Full-Time,Yes,2014-11-14,10.1,36047.24,5,1802.36,37849.6,Outstanding,2.1,2.9,1.2,5.0,No,2,1,2,No,Still Employed
EMP-101536,51,Female,Divorced,India,High School,16,Marketing,Marketing Analyst,Contract,Yes,2011-08-23,13.4,159433.78,5,7971.69,167405.47,Exceeds Expectations,4.1,4.7,1.6,4.3,Yes,5,2,23,No,Still Employed
EMP-101537,42,Male,Divorced,India,High School,17,Product,Product Manager,Full-Time,No,2021-01-14,4.0,89554.83,0,0.0,89554.83,Meets Expectations,3.6,1.4,4.4,2.5,No,4,4,28,No,Still Employed
EMP-101538,32,Male,Single,India,PhD,2,Marketing,Marketing Analyst,Full-Time,Yes,2018-09-08,6.3,69978.61,10,6997.86,76976.47,Meets Expectations,2.9,2.9,3.1,4.3,Yes,2,5,12,No,Still Employed
EMP-101539,51,Non-Binary,Widowed,Canada,Bachelor's Degree,16,Marketing,Marketing Analyst,Full-Time,Hybrid,2011-12-05,13.1,59670.83,15,8950.62,68621.45,Meets Expectations,2.6,4.7,1.4,2.1,Yes,10,5,21,No,Still Employed
EMP-101540,46,Male,Married,United Kingdom,PhD,7,Engineering,Software Engineer,Full-Time,No,2011-02-10,13.9,50444.94,20,10088.99,60533.93,Meets Expectations,4.1,4.4,3.3,3.3,No,6,5,5,Yes,Terminated
EMP-101541,30,Non-Binary,Married,Singapore,Bachelor's Degree,0,Sales,BDR,Full-Time,No,2024-01-31,0.9,130455.6,5,6522.78,136978.38,Outstanding,2.5,4.9,3.7,2.6,Yes,6,3,22,No,Still Employed
EMP-101542,60,Prefer not to say,Married,Germany,Bachelor's Degree,29,Finance,Accountant,Full-Time,Hybrid,2022-05-04,2.7,52516.47,0,0.0,52516.47,Exceeds Expectations,4.1,4.1,3.5,3.8,Yes,4,5,14,No,Still Employed
EMP-101543,46,Male,Divorced,UAE,Associate Degree,17,HR,HR Coordinator,Full-Time,No,2010-12-22,14.0,40611.74,5,2030.59,42642.33,Meets Expectations,2.7,3.7,4.8,4.4,No,2,2,11,No,Still Employed
EMP-101544,54,Prefer not to say,Widowed,France,High School,3,Sales,Account Executive,Full-Time,Hybrid,2012-05-30,12.6,41389.92,0,0.0,41389.92,Exceeds Expectations,2.7,1.6,1.1,2.2,Yes,5,5,14,No,Still Employed
EMP-101545,25,Male,Widowed,UAE,Master's Degree,3,Sales,Sales Manager,Contract,No,2019-05-29,5.6,85095.55,25,21273.89,106369.44,Meets Expectations,2.4,1.8,2.2,2.5,No,3,4,3,No,Still Employed
EMP-101546,47,Male,Widowed,India,High School,10,Sales,VP of Sales,Full-Time,Yes,2020-07-27,4.4,36685.48,25,9171.37,45856.85,Outstanding,2.8,1.9,1.6,2.8,No,9,5,9,No,Still Employed
EMP-101547,43,Male,Widowed,United States,PhD,7,Finance,Financial Analyst,Full-Time,Hybrid,2016-01-12,9.0,101077.41,10,10107.74,111185.15,Meets Expectations,1.1,4.6,3.6,2.1,Yes,5,0,9,Yes,Terminated
EMP-101548,44,Non-Binary,Single,UAE,High School,4,Sales,VP of Sales,Full-Time,No,2016-05-21,8.6,167208.74,20,33441.75,200650.49,Meets Expectations,1.6,2.2,2.0,3.3,Yes,8,1,14,No,Still Employed
EMP-101549,47,Non-Binary,Married,Germany,Master's Degree,1,Operations,COO,Full-Time,No,2011-12-15,13.1,39348.01,25,9837.0,49185.01,Meets Expectations,1.4,3.2,1.9,2.9,No,0,2,24,No,Still Employed
EMP-101550,29,Female,Married,Germany,Master's Degree,4,Operations,COO,Part-Time,No,2017-12-31,7.0,113382.86,0,0.0,113382.86,Outstanding,4.8,2.4,2.4,4.9,Yes,1,1,15,No,Still Employed
EMP-101551,33,Non-Binary,Single,Canada,Master's Degree,11,Data Science,Data Analyst,Full-Time,Hybrid,2017-11-02,7.2,100716.28,25,25179.07,125895.35,Meets Expectations,4.4,1.3,4.3,1.3,No,3,3,1,Yes,Resigned
EMP-101552,46,Male,Married,Germany,Bachelor's Degree,0,Legal,Attorney,Full-Time,No,2024-05-27,0.6,90489.31,20,18097.86,108587.17,Outstanding,4.2,4.3,1.3,1.5,Yes,6,2,29,No,Still Employed
EMP-101553,50,Female,Widowed,Germany,Master's Degree,25,Product,Product Owner,Full-Time,Yes,2023-02-12,1.9,164038.34,10,16403.83,180442.17,Meets Expectations,2.1,1.4,4.9,3.0,Yes,5,4,16,Yes,Resigned
EMP-101554,44,Non-Binary,Single,France,High School,3,Data Science,Data Analyst,Part-Time,Yes,2013-07-31,11.4,37096.96,25,9274.24,46371.2,Exceeds Expectations,2.4,3.6,3.7,1.7,No,7,4,18,No,Still Employed
EMP-101555,58,Prefer not to say,Single,Canada,Bachelor's Degree,20,Product,Product Analyst,Contract,Hybrid,2022-08-24,2.4,115311.53,10,11531.15,126842.68,Exceeds Expectations,1.5,4.8,4.1,2.2,Yes,2,4,4,No,Still Employed
EMP-101556,49,Non-Binary,Married,Germany,Master's Degree,20,Operations,Supply Chain Manager,Part-Time,No,2012-02-11,12.9,75809.92,0,0.0,75809.92,Exceeds Expectations,3.8,4.4,1.8,4.1,Yes,4,0,21,No,Still Employed
EMP-101557,41,Male,Widowed,UAE,Bachelor's Degree,11,Engineering,Software Engineer,Contract,No,2012-09-28,12.3,112265.19,10,11226.52,123491.71,Outstanding,3.8,3.0,1.3,1.0,Yes,6,3,29,No,Still Employed
EMP-101558,59,Prefer not to say,Married,Germany,PhD,11,Customer Support,Customer Success,Part-Time,Hybrid,2023-10-16,1.2,74031.13,20,14806.23,88837.36,Meets Expectations,1.9,4.4,4.3,2.0,Yes,9,3,4,No,Still Employed
EMP-101559,25,Prefer not to say,Widowed,Germany,PhD,1,Finance,Accountant,Full-Time,Yes,2018-09-20,6.3,108398.15,20,21679.63,130077.78,Exceeds Expectations,2.9,4.7,4.9,3.4,Yes,1,2,6,No,Still Employed
EMP-101560,26,Male,Single,Singapore,PhD,2,Legal,Legal Counsel,Full-Time,No,2011-04-22,13.7,157562.62,15,23634.39,181197.01,Exceeds Expectations,1.8,3.9,3.3,1.6,Yes,2,3,22,No,Still Employed
EMP-101561,32,Male,Married,Germany,High School,0,Data Science,Data Scientist,Part-Time,No,2024-05-03,0.7,156123.31,15,23418.5,179541.81,Meets Expectations,1.3,4.9,1.0,2.5,Yes,5,3,16,No,Still Employed
EMP-101562,30,Male,Divorced,Canada,Associate Degree,1,Legal,Legal Analyst,Full-Time,No,2011-09-19,13.3,141534.93,20,28306.99,169841.92,Meets Expectations,2.5,4.2,4.4,4.4,Yes,5,3,24,No,Still Employed
EMP-101563,22,Female,Single,France,Master's Degree,0,Marketing,Content Strategist,Part-Time,Hybrid,2021-06-11,3.6,39871.11,20,7974.22,47845.33,Meets Expectations,2.8,4.8,3.6,4.2,Yes,3,4,10,No,Still Employed
EMP-101564,62,Prefer not to say,Widowed,Australia,Master's Degree,19,Engineering,DevOps Engineer,Full-Time,Hybrid,2010-04-03,14.8,137029.67,20,27405.93,164435.6,Exceeds Expectations,1.9,2.6,4.8,4.8,Yes,6,1,20,Yes,Laid Off
EMP-101565,34,Female,Widowed,Germany,High School,4,Sales,Sales Representative,Part-Time,No,2010-03-25,14.8,140211.9,20,28042.38,168254.28,Outstanding,4.7,3.5,2.7,4.2,No,4,1,10,Yes,Terminated
EMP-101566,40,Female,Married,Brazil,Master's Degree,7,Engineering,Software Engineer,Full-Time,No,2021-10-29,3.2,89811.54,0,0.0,89811.54,Exceeds Expectations,4.3,4.5,1.6,2.4,No,1,2,4,No,Still Employed
EMP-101567,34,Male,Married,UAE,PhD,12,Marketing,Brand Manager,Full-Time,No,2013-02-13,11.9,82633.68,10,8263.37,90897.05,Meets Expectations,3.2,2.6,4.2,4.0,No,2,3,17,No,Still Employed
EMP-101568,40,Prefer not to say,Divorced,Australia,PhD,4,Marketing,SEO Specialist,Full-Time,No,2013-05-26,11.6,162464.76,5,8123.24,170588.0,Exceeds Expectations,1.3,2.7,4.9,4.8,No,4,3,14,No,Still Employed
EMP-101569,28,Male,Single,Canada,PhD,4,Legal,Paralegal,Part-Time,Yes,2020-09-15,4.3,46926.17,0,0.0,46926.17,Exceeds Expectations,3.3,4.4,4.5,1.6,Yes,4,4,4,No,Still Employed
EMP-101570,33,Prefer not to say,Single,United Kingdom,Bachelor's Degree,7,Data Science,Data Scientist,Full-Time,No,2014-06-09,10.6,42587.42,5,2129.37,44716.79,Outstanding,3.7,4.7,2.2,1.3,Yes,1,3,21,No,Still Employed
EMP-101571,61,Female,Widowed,United Kingdom,Master's Degree,17,Operations,COO,Full-Time,No,2018-05-06,6.7,72089.23,15,10813.38,82902.61,Meets Expectations,3.0,3.4,4.6,3.7,No,9,2,23,Yes,Laid Off
EMP-101572,35,Prefer not to say,Single,United States,Bachelor's Degree,0,Customer Support,Customer Success,Full-Time,No,2022-09-22,2.3,69030.31,0,0.0,69030.31,Needs Improvement,2.2,4.6,1.6,4.9,Yes,4,4,7,No,Still Employed
